CIP_Sample_Code	UCD_Sample_Code	UCD_Sample_Numeric	Non_inducer	Inducer	Monica_ploidy	KRA_Background_Ploidy	Monica_KRA_ploidy_concordant	KRA_aneuploidy_notes	Predicted_chrom_number	Parent_assoc_aneuploidy	Phureja_marker_phenotype	Other notes	numerical_aneuploidy	broken_chromosome
CIP516005.001	MM611	611	LR93073	IVP101	2x	NA	NA	2x+mini4	25	NA	putDH	shatter watch; putative mini need to check whether unique	.	broken
CIP516005.002	MM612	612	LR93073	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516005.003	MM613	613	LR93073	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516005.004	MM614	614	LR93073	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516005.005	MM615	615	LR93073	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516005.006	MM616	616	LR93073	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516005.007	MM617	617	LR93073	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316341.001	MM618	618	WA104	IVP101	3x-4x	NA	NA	4x-1S.1L-2S.2L-5S.5L-7S.7L-8S.8L-12S.12L	NA	NA	atiPM	hypothesizing 4x	numerical	.
CIP516007.001	MM619	619	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.002	MM620	620	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.003	MM621	621	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516007.004	MM622	622	WA077	IVP101	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516006.001	MM623	623	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.002	MM624	624	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.003	MM625	625	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.004	MM626	626	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.005	MM627	627	LR00014	IVP35	2x	NA	NA	2x+8S.8L	25	non-inducer	atiDH	recheck when I have better SNPs	numerical	.
CIP516006.006	MM628	628	LR00014	IVP35	2x	NA	NA	clean	24	NA	putDH	recheck when I have better SNPs	.	.
CIP516006.007	MM629	629	LR00014	IVP35	4x	NA	NA	4x-3S+6S.6L	NA	NA	PM	recheck when I have better SNPs	.	broken
CIP516006.008	MM630	630	LR00014	IVP35	4x	NA	NA	4x-1L-4L-6L+9L-12S	NA	NA	PM	recheck when I have better SNPs	.	broken
CIP516001.001	MM631	631	LRY357	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316330.001	MM632	632	Y84027	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.001	MM633	633	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316339.001	MM634	634	458	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316339.002	MM635	635	458	IVP35	3x-4x	NA	NA	4x-5L-5L-7L-10S-11S-12S.12L	NA	NA	atiPM	shatter watch	.	broken
CIP316602.100	MM636	636	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.101	MM637	637	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.102	MM638	638	C93154	IVP35	4x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.103	MM639	639	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.104	MM640	640	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.105	MM641	641	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.106	MM642	642	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.107	MM643	643	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.108	MM644	644	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.109	MM645	645	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.110	MM646	646	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.111	MM647	647	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.112	MM648	648	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.113	MM649	649	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.114	MM650	650	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.115	MM651	651	C93154	IVP35	2x	NA	NA	2x+2L	25	non-inducer	putDH	NA	numerical	.
CIP316602.116	MM652	652	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.117	MM653	653	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.118	MM654	654	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.119	MM655	655	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.120	MM656	656	C93154	IVP35	2x	NA	NA	2x+9S.9L	25	non-inducer	putDH	NA	numerical	.
CIP316602.121	MM657	657	C93154	IVP35	2x	NA	NA	2x+8S.8L	25	non-inducer	putDH	NA	numerical	.
CIP316342.001	MM658	658	WA104	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516004.001	MM659	659	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.002	MM660	660	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.003	MM661	661	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.004	MM662	662	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.005	MM663	663	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.006	MM664	664	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.007	MM665	665	WA077	IVP35	4x	3x	FALSE	clean	24	NA	PM	NA	.	.
CIP516004.008	MM666	666	WA077	IVP35	3x-4x	4x	FALSE	4x-3S.3L	NA	non-inducer	PM	NA	numerical	.
CIP516004.009	MM667	667	WA077	IVP35	4x	4x	TRUE	4x-1L	NA	inducer	PM	shatter watch	.	broken
CIP516004.010	MM668	668	WA077	IVP35	4x	4x	TRUE	clean	NA	NA	PM	NA	.	.
CIP516004.011	MM669	669	WA077	IVP35	2x	2x	TRUE	2x+6S.6L	25	non-inducer	putDH	NA	numerical	.
CIP516004.012	MM670	670	WA077	IVP35	2x	NA	NA	NA	24	NA	putDH	NA	.	.
CIP516004.013	MM671	671	WA077	IVP35	4x	4x	TRUE	clean	NA	NA	PM	NA	.	.
CIP516004.014	MM672	672	WA077	IVP35	2x	2x	TRUE	2x+9S.9L	25	non-inducer	putDH	NA	numerical	.
CIP516004.015	MM673	673	WA077	IVP35	4x	4x	TRUE	4x-2L-6L-11L	NA	inducer	PM	shatter watch	.	broken
CIP366612.001	MM674	674	WA073	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP366612.002	MM675	675	WA073	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP516003.001	MM676	676	Atlantic	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516008.001	MM677	677	LR00014	PL4	2x	2x	TRUE	clean	24	NA	atiDH	NA	.	.
CIP516008.002	MM678	678	LR00014	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516008.003	MM679	679	LR00014	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516008.004	MM680	680	LR00014	PL4	4x	4x	TRUE	4x-3L	NA	inducer	PM	shatter watch	.	broken
CIP516008.005	MM681	681	LR00014	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516008.006	MM682	682	LR00014	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516008.007	MM683	683	LR00014	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516008.008	MM684	684	LR00014	PL4	3x	3x	TRUE	clean	24	NA	PM	NA	.	.
CIP516008.009	MM685	685	LR00014	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516008.010	MM686	686	LR00014	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516008.011	MM687	687	LR00014	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516008.012	MM688	688	LR00014	PL4	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP316336.010	MM689	689	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.011	MM690	690	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.012	MM691	691	93.003	IVP35	2x	NA	NA	2x+10S.10L	25	non-inducer	putDH	NA	numerical	.
CIP316336.013	MM692	692	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.014	MM693	693	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.015	MM694	694	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.016	MM695	695	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.017	MM696	696	93.003	IVP35	2x	NA	NA	2x+5S.5L	25	non-inducer	putDH	NA	numerical	.
CIP316336.018	MM697	697	93.003	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316336.019	MM698	698	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.020	MM699	699	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.021	MM700	700	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.022	MM701	701	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.023	MM702	702	93.003	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316336.024	MM703	703	93.003	IVP35	2x	NA	NA	2x+1S.1L	25	non-inducer	atiDH	NA	numerical	.
CIP316336.025	MM704	704	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316336.026	MM705	705	93.003	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316336.027	MM706	706	93.003	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316336.028	MM707	707	93.003	IVP35	2x	NA	NA	clean	24	NA	putDH	withhold	.	.
CIP316336.029	MM708	708	93.003	IVP35	3x	NA	NA	3x-7L	35	NA	atiPM	snps noisy; shatter watch	.	.
CIP316336.030	MM709	709	93.003	IVP35	4x	NA	NA	4x-1L-3L-7L-12L	NA	NA	atiPM	snps noisy; shatter watch	.	broken
CIP316339.010	MM710	710	458	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316339.011	MM711	711	458	IVP35	2x	NA	NA	2x+complex6	25	NA	putDH	NA	.	broken
CIP316339.012	MM712	712	458	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316339.013	MM713	713	458	IVP35	2x	NA	NA	2x+2S.2L	25	NA	putDH	NA	numerical	.
CIP316602.150	MM714	714	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.151	MM715	715	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.152	MM716	716	C93154	IVP35	2x	NA	NA	2x+4S.4L	25	non-inducer	putDH	NA	numerical	.
CIP316602.153	MM717	717	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.154	MM718	718	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.155	MM719	719	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.156	MM720	720	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.157	MM721	721	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.158	MM722	722	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.159	MM723	723	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.160	MM724	724	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.161	MM725	725	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.162	MM726	726	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.163	MM727	727	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.164	MM728	728	C93154	IVP35	2x	NA	NA	2x+2L	25	NA	putDH	withhold	numerical	.
CIP316602.165	MM729	729	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.166	MM730	730	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.167	MM731	731	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	withhold	.	.
CIP316602.168	MM732	732	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.169	MM733	733	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.170	MM734	734	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.171	MM735	735	C93154	IVP35	2x	NA	NA	2x+5S.5L	25	non-inducer	putDH	NA	numerical	.
CIP316602.172	MM736	736	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.173	MM737	737	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.174	MM738	738	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	NA	.	.
CIP316602.175	MM739	739	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.176	MM740	740	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.177	MM741	741	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.178	MM742	742	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.179	MM743	743	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.180	MM744	744	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.181	MM745	745	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.182	MM746	746	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.183	MM747	747	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.184	MM748	748	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.185	MM749	749	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.186	MM750	750	C93154	IVP35	4x	NA	NA	clean	24	NA	atiDH	NA	.	.
CIP316602.187	MM751	751	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.188	MM752	752	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.189	MM753	753	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.190	MM754	754	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.191	MM755	755	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.192	MM756	756	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.193	MM757	757	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.194	MM758	758	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	withhold	.	.
CIP316602.195	MM759	759	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.196	MM760	760	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.197	MM761	761	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	withhold	.	.
CIP316602.198	MM762	762	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.199	MM763	763	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.200	MM764	764	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.201	MM765	765	C93154	IVP35	2x	NA	NA	2x+10S.10L	25	non-inducer	putDH	NA	numerical	.
CIP316602.202	MM766	766	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.203	MM767	767	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.204	MM768	768	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.205	MM769	769	C93154	IVP35	4x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.206	MM770	770	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.207	MM771	771	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.208	MM772	772	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316602.209	MM773	773	C93154	IVP35	2x	NA	NA	2x+1S.1L	25	non-inducer	putDH	NA	numerical	.
CIP316602.210	MM774	774	C93154	IVP35	2x	NA	NA	2x+4S.4L+5S.5L+6S.6L	27	inducer	putDH	shatter watch	numerical	.
CIP316602.211	MM775	775	C93154	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP316602.212	MM776	776	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	numerical	.
CIP316602.213	MM777	777	C93154	IVP35	2x	NA	NA	2x-12S.12L	23	non-inducer	putDH	NA	numerical	.
CIP316602.214	MM778	778	C93154	IVP35	2x	NA	NA	2x-11S.11L	23	non-inducer	atiDH	NA	.	.
CIP316602.215	MM779	779	C93154	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316342.010	MM780	780	WA104	IVP35	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516004.050	MM781	781	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.051	MM782	782	WA077	IVP35	2x	2x	TRUE	clean	24	NA	atiDH	NA	.	.
CIP516004.052	MM783	783	WA077	IVP35	2x	NA	NA	NA	24	NA	putDH	withhold	.	.
CIP516004.053	MM784	784	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.054	MM785	785	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.055	MM786	786	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.056	MM787	787	WA077	IVP35	2x	2x	TRUE	2x+2S.2L	25	non-inducer	putDH	NA	numerical	.
CIP516004.057	MM788	788	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.058	MM789	789	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.059	MM790	790	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.060	MM791	791	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.061	MM792	792	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.062	MM793	793	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.063	MM794	794	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.064	MM795	795	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.065	MM796	796	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.066	MM797	797	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.067	MM798	798	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.068	MM799	799	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.069	MM800	800	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.070	MM801	801	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.071	MM802	802	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.072	MM803	803	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.073	MM804	804	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.074	MM805	805	WA077	IVP35	2x	2x	TRUE	2x+11S.11L	25	non-inducer	putDH	NA	numerical	.
CIP516004.075	MM806	806	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.076	MM807	807	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.077	MM808	808	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.078	MM809	809	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.079	MM810	810	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.080	MM811	811	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.081	MM812	812	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.082	MM813	813	WA077	IVP35	4x	NA	NA	4x-7S.7L+8S.8L	NA	non-inducer	putDH	not a hybrid	numerical	.
CIP516004.083	MM814	814	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.084	MM815	815	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.085	MM816	816	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.086	MM817	817	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.087	MM818	818	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.088	MM819	819	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.089	MM820	820	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.090	MM821	821	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.091	MM822	822	WA077	IVP35	3x	2x	FALSE	2x+5S.5L	25	non-inducer	atiDH	NA	numerical	.
CIP516004.092	MM823	823	WA077	IVP35	4x	2x	FALSE	clean	24	NA	atiPM	NA	.	.
CIP516004.093	MM824	824	WA077	IVP35	2x	2x	TRUE	2x+9S.9L	25	non-inducer	putDH	NA	numerical	.
CIP516004.094	MM825	825	WA077	IVP35	2x	2x	TRUE	2x+3S.3L	25	non-inducer	putDH	NA	numerical	.
CIP516004.095	MM826	826	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.096	MM827	827	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.097	MM828	828	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.098	MM829	829	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.099	MM830	830	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.100	MM831	831	WA077	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
CIP516004.101	MM832	832	WA077	IVP35	4x	4x	TRUE	4x-5S.5L	NA	non-inducer	PM	NA	numerical	.
CIP516004.102	MM833	833	WA077	IVP35	3x	3x	TRUE	clean	24	NA	PM	NA	.	.
CIP516004.103	MM834	834	WA077	IVP35	4x	4x	TRUE	4x+complex6L	NA	inducer	atiPM	shatter watch; excess of rearranged inducer chrom	.	.
CIP516004.104	MM835	835	WA077	IVP35	4x	4x	TRUE	4x-1L-8S.8L	NA	-1L inducer -8S.8L non-inducer	PM	shatter watch	numerical	broken
CIP516004.105	MM836	836	WA077	IVP35	4x	4x	TRUE	4x-7L	NA	inducer	PM	NA	.	broken
CIP516004.106	MM837	837	WA077	IVP35	4x	4x	TRUE	4x-2L	NA	inducer	atiPM	NA	numerical	.
CIP516004.107	MM838	838	WA077	IVP35	4x	4x	TRUE	4x-3S.3L-6S.6L-6S.6L+8S.8L-12S.12L	NA	-3S.3L non-inducer -6S.6L non-inducer -6S.6L non-inducer +8S.8L non-inducer -12S.12L non-inducer	atiPM	severe female aneuploidy; 1 of 2 postembryonic maternal elimination	numerical	.
CIP516003.010	MM839	839	Atlantic	IVP35	2x	2x	TRUE	clean	24	NA	putDH	NA	.	.
